Cell_Name_Vevo,drug,concentration,plate,tau,direction,positions,n,omega
LoVo,Saquinavir,5.0,6,0.5,closed,b5,1,24
LoVo,Sunitinib,5.0,12,0.5,closed,b1,1,24
LoVo,TAK-901,0.050000000745058,1,0.5,closed,b1|b2,2,12
LoVo,TAK-901,5.0,3,0.5,closed,b2,1,24
LoVo,Talc,0.050000000745058,10,0.5,closed,b1,1,24
LoVo,Talc,0.5,11,0.5,closed,b1,1,24
LoVo,Terfenadine,0.5,13,0.5,closed,b1,1,24
LoVo,Thymopentin,5.0,9,0.5,closed,b2,1,24
LoVo,Tofacitinib,0.5,5,0.5,closed,b1|b5,2,12
LoVo,Tofacitinib,5.0,6,0.5,closed,b1|b5,2,12
LoVo,Tofacitinib (citrate),0.5,5,0.5,closed,b1|b5,2,12
LoVo,Tofacitinib (citrate),5.0,6,0.5,closed,b1|b5,2,12
LoVo,Trifluridine,0.050000000745058,4,0.5,closed,b1,1,24
LoVo,Trifluridine,5.0,6,0.5,closed,b1,1,24
LoVo,Trimetrexate,5.0,14,0.5,closed,b5,1,24
LoVo,Verteporfin,0.5,8,0.5,closed,b1,1,24
LoVo,Verteporfin,5.0,9,0.5,closed,b2,1,24
LoVo,Voriconazole,5.0,12,0.5,closed,b1,1,24
LoVo,c-Kit-IN-1,0.050000000745058,13,0.5,closed,b5,1,24
LoVo,olaparib,5.0,3,0.5,closed,b5,1,24
MIA PaCa-2,(R)-Verapamil (hydrochloride),5.0,6,0.5,closed,b2,1,24
MIA PaCa-2,4EGI-1,0.5,2,0.5,closed,b2,1,24
MIA PaCa-2,5-Azacytidine,0.050000000745058,10,0.5,closed,b1,1,24
MIA PaCa-2,AZD1390,0.5,2,0.5,closed,b5,1,24
MIA PaCa-2,Adenosine,5.0,6,0.5,closed,b1,1,24
MIA PaCa-2,Almonertinib (mesylate),5.0,9,0.5,closed,b2,1,24
MIA PaCa-2,Altretamine,0.5,8,0.5,closed,b5,1,24
MIA PaCa-2,Aprepitant,0.050000000745058,10,0.5,closed,b1,1,24
MIA PaCa-2,Atazanavir (sulfate),5.0,12,0.5,closed,b1,1,24
MIA PaCa-2,Auranofin,5.0,12,0.5,closed,b1|b2|b5,3,6
MIA PaCa-2,Belinostat,5.0,12,0.5,closed,b1|b2,2,12
MIA PaCa-2,Benztropine (mesylate),5.0,12,0.5,closed,b5,1,24
MIA PaCa-2,Bergenin,0.5,5,0.5,closed,b1,1,24
MIA PaCa-2,Bestatin,5.0,9,0.5,closed,b2,1,24
MIA PaCa-2,Bortezomib,0.050000000745058,1,0.5,closed,b1|b2,2,12
MIA PaCa-2,Bortezomib,0.5,2,0.5,closed,b1|b2|b5,3,6
MIA PaCa-2,Bortezomib,5.0,3,0.5,closed,b1,1,24
MIA PaCa-2,Bosentan (hydrate),0.5,8,0.5,closed,b1,1,24
MIA PaCa-2,Brimonidine,0.050000000745058,10,0.5,closed,b5,1,24
MIA PaCa-2,Canagliflozin (hemihydrate),0.050000000745058,10,0.5,closed,b1,1,24
MIA PaCa-2,Crizotinib (hydrochloride),5.0,12,0.5,closed,b1,1,24
MIA PaCa-2,Cytarabine,0.5,8,0.5,closed,b2,1,24
MIA PaCa-2,Daptomycin,0.5,13,0.5,closed,b1,1,24
MIA PaCa-2,Daptomycin,5.0,13,0.5,closed,b1|b5,2,12
MIA PaCa-2,Darolutamide,0.050000000745058,10,0.5,closed,b1,1,24
MIA PaCa-2,Darolutamide,5.0,12,0.5,closed,b1,1,24
MIA PaCa-2,Delamanid,0.050000000745058,10,0.5,closed,b5,1,24
MIA PaCa-2,Delamanid,0.5,11,0.5,closed,b1,1,24
MIA PaCa-2,Demeclocycline,0.050000000745058,4,0.5,closed,b2,1,24
MIA PaCa-2,Dexamethasone,5.0,12,0.5,closed,b1,1,24
MIA PaCa-2,Digitoxin,0.5,11,0.5,closed,b1,1,24
MIA PaCa-2,Digitoxin,5.0,12,0.5,closed,b1,1,24
MIA PaCa-2,Dimethyl fumarate,5.0,9,0.5,closed,b2,1,24
MIA PaCa-2,Dinaciclib,0.5,8,0.5,closed,b1,1,24
MIA PaCa-2,EX229,5.0,3,0.5,closed,b1,1,24
MIA PaCa-2,Entecavir (monohydrate),5.0,9,0.5,closed,b2,1,24
MIA PaCa-2,Fedratinib (hydrochloride hydrate),5.0,12,0.5,closed,b1|b5,2,12
MIA PaCa-2,Filgotinib,5.0,12,0.5,closed,b1|b5,2,12
MIA PaCa-2,Fingolimod (hydrochloride),0.050000000745058,10,0.5,closed,b1,1,24
MIA PaCa-2,Flutamide,5.0,12,0.5,closed,b1,1,24
MIA PaCa-2,Harringtonine,5.0,9,0.5,closed,b1,1,24
MIA PaCa-2,Idarubicin (hydrochloride),5.0,6,0.5,closed,b5,1,24
MIA PaCa-2,Infigratinib,5.0,3,0.5,closed,b1,1,24
MIA PaCa-2,Irinotecan (hydrochloride),5.0,13,0.5,closed,b5,1,24
MIA PaCa-2,Isocorydine,0.5,5,0.5,closed,b1,1,24
MIA PaCa-2,Ixazomib citrate,0.5,11,0.5,closed,b1|b2|b5,3,6
MIA PaCa-2,Ixazomib citrate,5.0,12,0.5,closed,b1|b2|b5,3,6
MIA PaCa-2,Loperamide (hydrochloride),0.050000000745058,10,0.5,closed,b1,1,24
MIA PaCa-2,Malotilate,5.0,12,0.5,closed,b1,1,24
MIA PaCa-2,Mebendazole,5.0,9,0.5,closed,b1|b2,2,12
MIA PaCa-2,Methyl aminolevulinate (hydrochloride),0.050000000745058,10,0.5,closed,b1,1,24
MIA PaCa-2,Mitoxantrone (dihydrochloride),5.0,6,0.5,closed,b5,1,24
MIA PaCa-2,Monocrotaline,0.5,8,0.5,closed,b5,1,24
MIA PaCa-2,Norepinephrine (hydrochloride),0.5,5,0.5,closed,b1,1,24
MIA PaCa-2,Osimertinib (mesylate),5.0,12,0.5,closed,b1,1,24
MIA PaCa-2,Ouabain (Octahydrate),5.0,12,0.5,closed,b1,1,24
MIA PaCa-2,PH-797804,5.0,3,0.5,closed,b1,1,24
MIA PaCa-2,Panobinostat,0.050000000745058,10,0.5,closed,b2,1,24
MIA PaCa-2,Panobinostat,5.0,12,0.5,closed,b5,1,24
MIA PaCa-2,Pentoxifylline,0.050000000745058,10,0.5,closed,b1,1,24
MIA PaCa-2,Peretinoin,0.5,8,0.5,closed,b1|b2,2,12
MIA PaCa-2,Peretinoin,5.0,9,0.5,closed,b2,1,24
MIA PaCa-2,Pimozide,0.050000000745058,10,0.5,closed,b1,1,24
MIA PaCa-2,Pimozide,5.0,12,0.5,closed,b1,1,24
MIA PaCa-2,Ponatinib,5.0,12,0.5,closed,b5,1,24
MIA PaCa-2,Posaconazole,0.5,8,0.5,closed,b1,1,24
MIA PaCa-2,Pralsetinib,0.050000000745058,13,0.5,closed,b5,1,24
MIA PaCa-2,Ranolazine,5.0,12,0.5,closed,b1,1,24
MIA PaCa-2,Rapamycin,0.5,5,0.5,closed,b2,1,24
MIA PaCa-2,Ribociclib,0.5,13,0.5,closed,b5,1,24
MIA PaCa-2,Rifaximin,5.0,9,0.5,closed,b2,1,24
MIA PaCa-2,Rosiglitazone,5.0,9,0.5,closed,b2,1,24
MIA PaCa-2,Roxadustat,0.050000000745058,7,0.5,closed,b1,1,24
MIA PaCa-2,Roxadustat,0.5,8,0.5,closed,b1,1,24
MIA PaCa-2,Sapanisertib,0.050000000745058,1,0.5,closed,b2,1,24
MIA PaCa-2,Selinexor ,5.0,6,0.5,closed,b1|b2,2,12
MIA PaCa-2,Sildenafil,5.0,9,0.5,closed,b2,1,24
MIA PaCa-2,Sunitinib,0.050000000745058,10,0.5,closed,b1,1,24
MIA PaCa-2,TAK-901,5.0,3,0.5,closed,b2,1,24
MIA PaCa-2,Tazarotene,0.050000000745058,10,0.5,closed,b1,1,24
MIA PaCa-2,Thymopentin,5.0,9,0.5,closed,b2,1,24
MIA PaCa-2,Tofacitinib,0.5,5,0.5,closed,b1|b2|b5,3,6
MIA PaCa-2,Tofacitinib,5.0,6,0.5,closed,b1|b2|b5,3,6
MIA PaCa-2,Tofacitinib,5.0,14,0.5,closed,b1,1,24
MIA PaCa-2,Tofacitinib (citrate),0.5,5,0.5,closed,b1|b5,2,12
MIA PaCa-2,Tofacitinib (citrate),5.0,6,0.5,closed,b1|b2,2,12
MIA PaCa-2,Tolcapone,0.050000000745058,4,0.5,closed,b5,1,24
MIA PaCa-2,Trimetrexate,5.0,6,0.5,closed,b1,1,24
MIA PaCa-2,Tucatinib,0.050000000745058,1,0.5,closed,b1,1,24
MIA PaCa-2,Vandetanib,0.050000000745058,10,0.5,closed,b1,1,24
MIA PaCa-2,Vinblastine (sulfate),0.5,5,0.5,closed,b1|b2,2,12
MIA PaCa-2,Vinblastine (sulfate),5.0,6,0.5,closed,b1|b2|b5,3,6
MIA PaCa-2,Vinblastine (sulfate),5.0,14,0.5,closed,b1,1,24
MIA PaCa-2,Voriconazole,0.050000000745058,10,0.5,closed,b1,1,24
MIA PaCa-2,Voriconazole,5.0,12,0.5,closed,b1,1,24
MIA PaCa-2,crizotinib,5.0,9,0.5,closed,b2,1,24
MIA PaCa-2,vincristine,0.050000000745058,1,0.5,closed,b2,1,24
MIA PaCa-2,vincristine,0.5,2,0.5,closed,b1,1,24
RKO,Bortezomib,0.050000000745058,1,0.5,closed,b2,1,24
RKO,Carbidopa (monohydrate),0.050000000745058,13,0.5,closed,b1,1,24
RKO,Daptomycin,5.0,13,0.5,closed,b1,1,24
RKO,Hesperidin,0.050000000745058,7,0.5,closed,b1,1,24
RKO,PH-797804,0.050000000745058,1,0.5,closed,b2,1,24
RKO,Pralsetinib,0.050000000745058,13,0.5,closed,b5,1,24
RKO,Salicylic acid,5.0,6,0.5,closed,b1,1,24
RKO,Saquinavir,5.0,6,0.5,closed,b1,1,24
RKO,TAK-901,5.0,3,0.5,closed,b2,1,24
RKO,Verapamil,0.5,8,0.5,closed,b1,1,24
RKO,c-Kit-IN-1,0.050000000745058,13,0.5,closed,b1,1,24
SHP-77,Digitoxin,0.5,11,0.5,closed,b5,1,24
SHP-77,Ixazomib citrate,5.0,12,0.5,closed,b5,1,24
SHP-77,TAK-901,5.0,3,0.5,closed,b2,1,24
SHP-77,c-Kit-IN-1,0.050000000745058,13,0.5,closed,b1,1,24
SW 900,Afatinib,0.5,2,0.5,closed,b2,1,24
SW 900,Auranofin,5.0,12,0.5,closed,b1,1,24
SW 900,Carbidopa (monohydrate),0.050000000745058,13,0.5,closed,b5,1,24
SW 900,Everolimus,0.5,2,0.5,closed,b2,1,24
SW 900,Fumaric acid,5.0,9,0.5,closed,b2,1,24
SW 900,Irinotecan,0.5,2,0.5,closed,b2,1,24
SW 900,Ixazomib citrate,0.5,11,0.5,closed,b1,1,24
SW 900,Ixazomib citrate,5.0,12,0.5,closed,b1|b2,2,12
SW 900,Larotrectinib sulfate,0.5,13,0.5,closed,b1,1,24
SW 900,Panobinostat,0.050000000745058,10,0.5,closed,b2,1,24
SW 900,Pimozide,5.0,12,0.5,closed,b1,1,24
SW 900,Piroxicam,0.050000000745058,10,0.5,closed,b2,1,24
SW 900,Proglumide,0.5,11,0.5,closed,b1,1,24
SW 900,c-Kit-IN-1,0.5,2,0.5,closed,b2,1,24
SW 900,palbociclib,0.5,2,0.5,closed,b2,1,24
SW1417,Almonertinib (hydrochloride),0.050000000745058,4,0.5,closed,b1,1,24
SW1417,Auranofin,5.0,12,0.5,closed,b1|b5,2,12
SW1417,BI-78D3,0.050000000745058,1,0.5,closed,b1,1,24
SW1417,Baicalin,5.0,14,0.5,closed,b5,1,24
SW1417,Bortezomib,0.050000000745058,1,0.5,closed,b1|b2|b5,3,6
SW1417,Bortezomib,0.5,2,0.5,closed,b2|b5,2,12
SW1417,Cepharanthine,0.5,5,0.5,closed,b5,1,24
SW1417,ERK5-IN-2,5.0,3,0.5,closed,b2,1,24
SW1417,EX229,5.0,3,0.5,closed,b1,1,24
SW1417,Entrectinib,0.050000000745058,10,0.5,closed,b1,1,24
SW1417,Fedratinib (hydrochloride hydrate),5.0,12,0.5,closed,b5,1,24
SW1417,Futibatinib,0.5,2,0.5,closed,b1,1,24
SW1417,GSK1059615,0.5,2,0.5,closed,b1,1,24
SW1417,Homoharringtonine,0.5,5,0.5,closed,b2,1,24
SW1417,Homoharringtonine,5.0,6,0.5,closed,b1|b2,2,12
SW1417,Ipatasertib,0.5,2,0.5,closed,b5,1,24
SW1417,Irinotecan (hydrochloride),0.5,13,0.5,closed,b5,1,24
SW1417,Ixazomib citrate,5.0,12,0.5,closed,b1|b2|b5,3,6
SW1417,Minodronic acid,0.050000000745058,1,0.5,closed,b2,1,24
SW1417,NG25,5.0,3,0.5,closed,b1,1,24
SW1417,Nevirapine,0.5,8,0.5,closed,b5,1,24
SW1417,Omeprazole (sodium),0.5,11,0.5,closed,b5,1,24
SW1417,Ouabain (Octahydrate),0.5,11,0.5,closed,b1|b2,2,12
SW1417,PH-797804,5.0,3,0.5,closed,b2,1,24
SW1417,Panobinostat,0.050000000745058,10,0.5,closed,b2,1,24
SW1417,Panobinostat,5.0,12,0.5,closed,b2,1,24
SW1417,Pravastatin (sodium),5.0,9,0.5,closed,b2,1,24
SW1417,Ralimetinib dimesylate,0.5,2,0.5,closed,b1,1,24
SW1417,Resveratrol,0.050000000745058,4,0.5,closed,b1,1,24
SW1417,Sapanisertib,0.050000000745058,1,0.5,closed,b2,1,24
SW1417,Saquinavir,0.050000000745058,4,0.5,closed,b1,1,24
SW1417,Sulfisoxazole,0.5,5,0.5,closed,b1,1,24
SW1417,Sunitinib,0.050000000745058,10,0.5,closed,b1,1,24
SW1417,TAK-901,0.050000000745058,1,0.5,closed,b2,1,24
SW1417,TAK-901,5.0,3,0.5,closed,b2,1,24
SW1417,Talc,0.050000000745058,10,0.5,closed,b1,1,24
SW1417,Thymol,0.5,5,0.5,closed,b5,1,24
SW1417,Tubulin inhibitor 6,0.5,2,0.5,closed,b2,1,24
SW1417,Vandetanib,0.050000000745058,10,0.5,closed,b1,1,24
SW1417,Vinblastine (sulfate),0.5,5,0.5,closed,b1,1,24
SW1417,Voriconazole,0.050000000745058,10,0.5,closed,b1,1,24
SW1417,Voriconazole,5.0,12,0.5,closed,b1|b2,2,12
SW480,Adagrasib,0.5,8,0.5,closed,b2,1,24
SW480,Auranofin,0.5,11,0.5,closed,b1,1,24
SW480,Auranofin,5.0,12,0.5,closed,b1,1,24
SW480,BAY1125976,5.0,3,0.5,closed,b2,1,24
SW480,Bortezomib,0.050000000745058,1,0.5,closed,b2|b5,2,12
SW480,Bortezomib,5.0,3,0.5,closed,b2,1,24
SW480,Brivudine,5.0,3,0.5,closed,b2,1,24
SW480,Delamanid,0.5,11,0.5,closed,b1,1,24
SW480,Dexamethasone,0.5,11,0.5,closed,b1,1,24
SW480,Digitoxin,0.050000000745058,10,0.5,closed,b2,1,24
SW480,Digitoxin,0.5,11,0.5,closed,b2|b5,2,12
SW480,ERK5-IN-2,5.0,3,0.5,closed,b2,1,24
SW480,Fluvoxamine (maleate),0.050000000745058,4,0.5,closed,b1,1,24
SW480,Harringtonine,0.5,8,0.5,closed,b1,1,24
SW480,Homoharringtonine,0.5,5,0.5,closed,b2,1,24
SW480,Homoharringtonine,5.0,6,0.5,closed,b1|b2,2,12
SW480,Ivabradine (hydrochloride),0.5,13,0.5,closed,b1,1,24
SW480,Ixazomib citrate,0.5,11,0.5,closed,b1|b2|b5,3,6
SW480,Ixazomib citrate,5.0,12,0.5,closed,b2,1,24
SW480,MK-3903,0.050000000745058,1,0.5,closed,b2,1,24
SW480,Mebendazole,5.0,9,0.5,closed,b2,1,24
SW480,Methotrexate,0.050000000745058,10,0.5,closed,b2,1,24
SW480,Minodronic acid,0.050000000745058,1,0.5,closed,b2,1,24
SW480,Ouabain (Octahydrate),0.050000000745058,10,0.5,closed,b2,1,24
SW480,Ouabain (Octahydrate),0.5,11,0.5,closed,b1|b2,2,12
SW480,Ouabain (Octahydrate),5.0,12,0.5,closed,b1|b2|b5,3,6
SW480,PH-797804,5.0,3,0.5,closed,b2,1,24
SW480,Panobinostat,0.050000000745058,10,0.5,closed,b2,1,24
SW480,Simotinib,5.0,9,0.5,closed,b5,1,24
SW480,TAK-901,0.050000000745058,1,0.5,closed,b2,1,24
SW480,TAK-901,5.0,3,0.5,closed,b2,1,24
SW480,Talc,0.5,11,0.5,closed,b1,1,24
SW480,Tubulin inhibitor 6,5.0,3,0.5,closed,b5,1,24
SW480,vincristine,0.5,2,0.5,closed,b1,1,24
A549,8-Hydroxyquinoline,0.5,5,1.0,opened,b5,1,12
A549,9-ING-41,0.5,2,1.0,opened,b2,1,12
A549,AZD1390,0.5,2,1.0,opened,b2,1,12
A549,Almonertinib (mesylate),5.0,13,1.0,opened,b2,1,12
A549,Alpelisib,5.0,3,1.0,opened,b2,1,12
A549,Amsacrine,5.0,6,1.0,opened,b2,1,12
A549,Amsacrine,5.0,14,1.0,opened,b2,1,12
A549,BI-3406,0.5,2,1.0,opened,b2|b5,2,24
A549,BI-3406,5.0,3,1.0,opened,b5,1,12
A549,Bentamapimod,5.0,3,1.0,opened,b5,1,12
A549,Bestatin (hydrochloride),0.5,11,1.0,opened,b5,1,12
A549,Binimetinib,0.5,2,1.0,opened,b2|b5,2,24
A549,Binimetinib,0.5,11,1.0,opened,b2|b5,2,24
A549,Binimetinib,5.0,3,1.0,opened,b2|b5,2,24
A549,Binimetinib,5.0,12,1.0,opened,b2|b5,2,24
A549,Cobimetinib,0.5,8,1.0,opened,b1|b2,2,24
A549,Diphenhydramine,0.5,8,1.0,opened,b2,1,12
A549,Elimusertib hydrochloride,0.050000000745058,1,1.0,opened,b2|b5,2,24
A549,Elimusertib hydrochloride,5.0,3,1.0,opened,b2,1,12
A549,GSK1059615,0.5,2,1.0,opened,b2,1,12
A549,Gallic acid (hydrate),0.050000000745058,4,1.0,opened,b2,1,12
A549,Infigratinib,0.050000000745058,1,1.0,opened,b2,1,12
A549,Irinotecan (hydrochloride),0.050000000745058,13,1.0,opened,b2,1,12
A549,Penfluridol,0.5,8,1.0,opened,b2,1,12
A549,RMC-6236,0.5,2,1.0,opened,b5,1,12
A549,RMC-6236,5.0,3,1.0,opened,b5,1,12
A549,Sulfisoxazole,0.5,13,1.0,opened,b1,1,12
A549,Topotecan (hydrochloride),0.5,8,1.0,opened,b2,1,12
A549,Trametinib,0.5,2,1.0,opened,b2,1,12
A549,Trametinib (DMSO_TF solvate),5.0,9,1.0,opened,b5,1,12
A549,XRK3F2,0.5,2,1.0,opened,b2,1,12
A549,palbociclib,5.0,3,1.0,opened,b2,1,12
A549,venetoclax,0.050000000745058,1,1.0,opened,b2,1,12
AsPC-1,5-Fluorouracil,0.5,11,1.0,opened,b5,1,12
AsPC-1,AZD-7648,0.5,2,1.0,opened,b2,1,12
AsPC-1,AZD-8055,0.050000000745058,1,1.0,opened,b2,1,12
AsPC-1,AZD-8055,5.0,3,1.0,opened,b1,1,12
AsPC-1,Acetohexamide,0.5,5,1.0,opened,b2,1,12
AsPC-1,Afatinib,5.0,3,1.0,opened,b1|b2,2,24
AsPC-1,BI-3406,0.5,2,1.0,opened,b2,1,12
AsPC-1,BI-3406,5.0,3,1.0,opened,b2|b5,2,24
AsPC-1,Bimiralisib,0.5,2,1.0,opened,b1|b2,2,24
AsPC-1,Bimiralisib,5.0,3,1.0,opened,b1|b2|b5,3,48
AsPC-1,Binimetinib,0.050000000745058,1,1.0,opened,b1|b2|b5,3,48
AsPC-1,Binimetinib,0.5,2,1.0,opened,b1|b2|b5,3,48
AsPC-1,Binimetinib,0.5,11,1.0,opened,b2|b5,2,24
AsPC-1,Binimetinib,5.0,3,1.0,opened,b5,1,12
AsPC-1,Binimetinib,5.0,12,1.0,opened,b2|b5,2,24
AsPC-1,Brimonidine,5.0,12,1.0,opened,b2,1,12
AsPC-1,Cabozantinib (S-malate),0.5,11,1.0,opened,b2,1,12
AsPC-1,Capmatinib,5.0,3,1.0,opened,b1,1,12
AsPC-1,Cobimetinib,5.0,9,1.0,opened,b1|b5,2,24
AsPC-1,Dabrafenib,0.5,2,1.0,opened,b5,1,12
AsPC-1,Dimethyl fumarate,0.050000000745058,7,1.0,opened,b2,1,12
AsPC-1,Diphenhydramine,0.5,8,1.0,opened,b2,1,12
AsPC-1,Elimusertib hydrochloride,0.050000000745058,1,1.0,opened,b1|b2|b5,3,48
AsPC-1,Elimusertib hydrochloride,0.5,2,1.0,opened,b2|b5,2,24
AsPC-1,Elimusertib hydrochloride,5.0,3,1.0,opened,b5,1,12
AsPC-1,GSK1059615,0.5,2,1.0,opened,b2,1,12
AsPC-1,HI-TOPK-032,0.5,2,1.0,opened,b2,1,12
AsPC-1,Idarubicin (hydrochloride),0.5,5,1.0,opened,b1,1,12
AsPC-1,Idoxuridine,0.5,11,1.0,opened,b2,1,12
AsPC-1,Ixazomib,5.0,3,1.0,opened,b2,1,12
AsPC-1,L-Eflornithine (monohydrochloride),5.0,12,1.0,opened,b5,1,12
AsPC-1,LJI308,0.5,2,1.0,opened,b1,1,12
AsPC-1,Medroxyprogesterone acetate,0.050000000745058,4,1.0,opened,b2,1,12
AsPC-1,Methotrexate,0.5,11,1.0,opened,b5,1,12
AsPC-1,Mitoxantrone (dihydrochloride),5.0,6,1.0,opened,b2,1,12
AsPC-1,Naproxen,5.0,9,1.0,opened,b1,1,12
AsPC-1,Nimesulide,0.050000000745058,13,1.0,opened,b2,1,12
AsPC-1,Paclitaxel,0.5,2,1.0,opened,b1,1,12
AsPC-1,RMC-6236,0.5,2,1.0,opened,b2|b5,2,24
AsPC-1,RMC-6236,5.0,3,1.0,opened,b2|b5,2,24
AsPC-1,Selinexor ,0.050000000745058,4,1.0,opened,b1,1,12
AsPC-1,Sunitinib,5.0,12,1.0,opened,b2,1,12
AsPC-1,Trametinib,0.5,2,1.0,opened,b1|b2|b5,3,48
AsPC-1,Trametinib,0.5,11,1.0,opened,b2,1,12
AsPC-1,Trametinib,5.0,3,1.0,opened,b1|b2,2,24
AsPC-1,Trametinib,5.0,12,1.0,opened,b1|b2|b5,3,48
AsPC-1,Trametinib (DMSO_TF solvate),0.050000000745058,7,1.0,opened,b1|b2|b5,3,48
AsPC-1,Trametinib (DMSO_TF solvate),0.5,8,1.0,opened,b1|b5,2,24
AsPC-1,Trametinib (DMSO_TF solvate),5.0,9,1.0,opened,b1,1,12
AsPC-1,Triamcinolone,5.0,6,1.0,opened,b2,1,12
AsPC-1,ULK-101,0.5,2,1.0,opened,b5,1,12
AsPC-1,Vemurafenib,5.0,3,1.0,opened,b1,1,12
AsPC-1,c-Kit-IN-1,0.5,2,1.0,opened,b1,1,12
AsPC-1,palbociclib,5.0,3,1.0,opened,b2,1,12
CFPAC-1,(R)-Verapamil (hydrochloride),0.050000000745058,4,1.0,opened,b5,1,12
CFPAC-1,APTO-253,0.5,2,1.0,opened,b2,1,12
CFPAC-1,AZD-7648,0.5,2,1.0,opened,b2,1,12
CFPAC-1,AZD-7648,5.0,3,1.0,opened,b2|b5,2,24
CFPAC-1,AZD-8055,0.050000000745058,1,1.0,opened,b1,1,12
CFPAC-1,AZD-8055,5.0,3,1.0,opened,b5,1,12
CFPAC-1,AZD1390,0.5,2,1.0,opened,b2,1,12
CFPAC-1,Afatinib,5.0,3,1.0,opened,b5,1,12
CFPAC-1,Amsacrine,0.5,5,1.0,opened,b1,1,12
CFPAC-1,Azithromycin (hydrate),0.5,5,1.0,opened,b2,1,12
CFPAC-1,BI-3406,0.5,2,1.0,opened,b2|b5,2,24
CFPAC-1,BI-3406,5.0,3,1.0,opened,b5,1,12
CFPAC-1,BI-78D3,0.5,2,1.0,opened,b2,1,12
CFPAC-1,BI-78D3,5.0,3,1.0,opened,b5,1,12
CFPAC-1,Baicalin,0.050000000745058,4,1.0,opened,b1,1,12
CFPAC-1,Bentamapimod,0.5,2,1.0,opened,b2,1,12
CFPAC-1,Betamethasone dipropionate,0.050000000745058,7,1.0,opened,b5,1,12
CFPAC-1,Bimiralisib,0.5,2,1.0,opened,b2,1,12
CFPAC-1,Bimiralisib,5.0,3,1.0,opened,b2|b5,2,24
CFPAC-1,Binimetinib,0.050000000745058,1,1.0,opened,b1|b5,2,24
CFPAC-1,Binimetinib,0.5,2,1.0,opened,b2|b5,2,24
CFPAC-1,Binimetinib,0.5,11,1.0,opened,b2|b5,2,24
CFPAC-1,Binimetinib,5.0,3,1.0,opened,b2|b5,2,24
CFPAC-1,Binimetinib,5.0,12,1.0,opened,b2|b5,2,24
CFPAC-1,CP21R7,0.5,2,1.0,opened,b2,1,12
CFPAC-1,Canagliflozin,0.5,8,1.0,opened,b2,1,12
CFPAC-1,Capmatinib,0.050000000745058,1,1.0,opened,b1,1,12
CFPAC-1,Capmatinib,5.0,3,1.0,opened,b2,1,12
CFPAC-1,Chlorhexidine (diacetate),5.0,14,1.0,opened,b1,1,12
CFPAC-1,Cinacalcet,5.0,12,1.0,opened,b1,1,12
CFPAC-1,Cobimetinib,0.5,8,1.0,opened,b1,1,12
CFPAC-1,DT-061,5.0,3,1.0,opened,b2,1,12
CFPAC-1,DTP3,5.0,3,1.0,opened,b5,1,12
CFPAC-1,Demeclocycline,0.5,5,1.0,opened,b1,1,12
CFPAC-1,Elimusertib hydrochloride,0.050000000745058,1,1.0,opened,b1|b5,2,24
CFPAC-1,Elimusertib hydrochloride,0.5,2,1.0,opened,b5,1,12
CFPAC-1,Elimusertib hydrochloride,5.0,3,1.0,opened,b2|b5,2,24
CFPAC-1,Encorafenib,5.0,3,1.0,opened,b5,1,12
CFPAC-1,Fenofibrate,0.050000000745058,7,1.0,opened,b5,1,12
CFPAC-1,Furosemide,0.050000000745058,4,1.0,opened,b1,1,12
CFPAC-1,Futibatinib,5.0,3,1.0,opened,b5,1,12
CFPAC-1,GSK1059615,0.5,2,1.0,opened,b2,1,12
CFPAC-1,GSK1059615,5.0,3,1.0,opened,b5,1,12
CFPAC-1,Gemcitabine,5.0,3,1.0,opened,b2,1,12
CFPAC-1,Gemfibrozil,0.050000000745058,4,1.0,opened,b5,1,12
CFPAC-1,HI-TOPK-032,0.5,2,1.0,opened,b2,1,12
CFPAC-1,Harringtonine,0.5,8,1.0,opened,b2|b5,2,24
CFPAC-1,Harringtonine,5.0,9,1.0,opened,b5,1,12
CFPAC-1,Ixazomib,0.5,2,1.0,opened,b1,1,12
CFPAC-1,LJI308,0.5,2,1.0,opened,b2,1,12
CFPAC-1,LY-2584702 (tosylate salt),0.5,2,1.0,opened,b2,1,12
CFPAC-1,MK-3903,0.5,2,1.0,opened,b2,1,12
CFPAC-1,Menadione,0.050000000745058,7,1.0,opened,b5,1,12
CFPAC-1,Mifepristone,0.050000000745058,7,1.0,opened,b5,1,12
CFPAC-1,Mozavaptan,0.050000000745058,7,1.0,opened,b5,1,12
CFPAC-1,Norepinephrine (hydrochloride),0.050000000745058,4,1.0,opened,b2,1,12
CFPAC-1,PH-797804,0.5,2,1.0,opened,b2,1,12
CFPAC-1,Paclitaxel,5.0,3,1.0,opened,b5,1,12
CFPAC-1,Pemetrexed,5.0,9,1.0,opened,b5,1,12
CFPAC-1,Pimitespib,0.050000000745058,1,1.0,opened,b1,1,12
CFPAC-1,Pimitespib,5.0,3,1.0,opened,b5,1,12
CFPAC-1,Pralsetinib,0.5,2,1.0,opened,b2,1,12
CFPAC-1,RMC-6236,0.5,2,1.0,opened,b2|b5,2,24
CFPAC-1,RMC-6236,5.0,3,1.0,opened,b2|b5,2,24
CFPAC-1,Radotinib,0.050000000745058,4,1.0,opened,b5,1,12
CFPAC-1,Ralimetinib dimesylate,0.5,2,1.0,opened,b2,1,12
CFPAC-1,Retinoic acid,5.0,14,1.0,opened,b1,1,12
